audio_file,duration_ms,segment_number,item_id,genero,fonologia,list,spl_exp,spa_sniy,que_ykuna
p_21a_seg3.wav,975.83,3,item_41p,,,1,plu,1.0,0.0
p_21a_seg4.wav,1263.56,4,item_41p,,,1,plu,1.0,0.0
p_21a_seg5.wav,944.54,5,item_41p,,,1,plu,1.0,0.0
p_21a_seg6.wav,1175.99,6,item_41p,,,1,plu,1.0,0.0
p_21a_seg7.wav,1814.04,7,item_41p,,,1,plu,1.0,0.0
p_21a_seg8.wav,2070.48,8,item_41p,,,1,plu,1.0,0.0
p_22b_seg1.wav,5932.59,1,item_44p,,,1,plu,0.0,1.0
p_22b_seg2.wav,1188.82,2,item_44p,,,1,plu,0.0,1.0
p_22b_seg3.wav,1015.33,3,item_44p,,,1,plu,0.0,1.0
p_22b_seg4.wav,1420.18,4,item_44p,,,1,plu,0.0,1.0
p_22b_seg5.wav,963.92,5,item_44p,,,1,plu,0.0,1.0
p_22b_seg6.wav,1272.38,6,item_44p,,,1,plu,0.0,1.0
p_22b_seg7.wav,1915.01,7,item_44p,,,1,plu,0.0,1.0
p_22b_seg8.wav,2024.24,8,item_44p,,,1,plu,0.0,1.0
p_23a_seg1.wav,6226.94,1,item_45p,,,1,plu,1.0,0.0
p_23a_seg2.wav,1073.15,2,item_45p,,,1,plu,1.0,0.0
p_23a_seg3.wav,999.82,3,item_45p,,,1,plu,1.0,0.0
p_23a_seg4.wav,1359.75,4,item_45p,,,1,plu,1.0,0.0
p_23a_seg5.wav,899.82,5,item_45p,,,1,plu,1.0,0.0
p_23a_seg6.wav,1439.73,6,item_45p,,,1,plu,1.0,0.0
p_23a_seg7.wav,1965.53,7,item_45p,,,1,plu,1.0,0.0
p_23a_seg8.wav,2776.46,8,item_45p,,,1,plu,1.0,0.0
p_24b_seg1.wav,5842.02,1,item_48p,,,1,plu,0.0,1.0
p_24b_seg2.wav,1225.31,2,item_48p,,,1,plu,0.0,1.0
p_24b_seg3.wav,1073.95,3,item_48p,,,1,plu,0.0,1.0
p_24b_seg4.wav,1519.23,4,item_48p,,,1,plu,0.0,1.0
p_24b_seg5.wav,1010.66,5,item_48p,,,1,plu,0.0,1.0
p_24b_seg6.wav,1376.67,6,item_48p,,,1,plu,0.0,1.0
p_24b_seg7.wav,1917.23,7,item_48p,,,1,plu,0.0,1.0
p_24b_seg8.wav,2515.46,8,item_48p,,,1,plu,0.0,1.0
